fecha dictamen,numero
2012-01-21,50076-86400-FH
2018-02-12,15522-9367-KA
2016-04-16,49820-68464-HD
1997-10-28,97592-88049-BG
1995-11-20,85927-7494-NG
2018-11-28,31582-82530-GN
2019-07-20,12311-34366-LH
2017-01-22,63967-99891-AB
2002-08-05,62707-44877-HO
2017-01-13,73512-69643-IO
2015-11-12,9585-46840-HK
2019-03-24,98258-4301-BI
2018-10-24,89369-8807-MB
2018-07-03,79326-23931-DJ
2018-06-03,10745-78214-FF
2017-09-30,74793-6010-AA
2019-07-26,39554-44753-HE
2019-06-20,87280-31100-KN
1999-03-29,19056-80518-BM
2019-01-01,17672-77961-FD
2017-05-21,51587-43786-NN
2011-03-19,17488-74186-GB
1999-05-23,24753-17400-IK
2010-10-31,11935-50889-ME
2018-09-17,15592-83384-FO
2011-09-08,43100-21219-OJ
2019-05-26,93289-48481-MN
2019-04-08,35673-23356-KF
2015-05-13,1987-93591-IG
1983-02-13,77230-46182-EL
2008-05-02,50665-90339-FF
2015-05-23,24409-58189-EM
2005-03-05,45365-1442-KB
2017-09-15,11437-43690-AI
2006-06-16,28248-2860-AB
2009-10-24,70202-66833-KM
2017-07-13,40639-59135-MF
2019-07-13,79984-22601-FJ
2019-02-07,91932-43091-AM
1997-06-22,99142-50966-MH
2011-06-29,45920-57033-KB
2014-08-06,25037-5009-AA
2010-03-28,50897-48832-JF
2010-12-28,67914-80369-LF
2017-07-13,38128-29097-NE
2019-12-05,73648-78037-FB
2001-10-07,24285-71658-EO
2019-02-22,54018-68414-GK
2019-02-28,50091-86206-KN
2019-02-20,56624-55704-DN
1997-05-18,61394-18101-MG
1965-11-08,11347-15708-FN
2018-02-27,11735-21548-IL
2017-08-11,72685-11214-NB
2019-08-23,67954-87646-MO
2012-07-23,84189-50696-BK
2017-11-14,75033-36611-HI
2019-03-18,17890-64561-AD
2011-03-22,99901-47283-HH
2007-06-14,48755-85156-MB
2018-06-06,84467-45309-GK
2012-02-26,43227-99342-GB
2016-06-13,29640-51512-IJ
2019-05-05,703-54319-AE
2019-05-22,64936-15468-NA
2002-05-30,32820-26875-LL
2009-10-26,84033-20407-BB
2013-10-10,78584-8949-LI
2016-01-02,47463-80668-JK
2013-11-12,88568-21379-MK
2018-10-29,73719-40241-OM
2013-05-19,88227-66392-EI
2019-08-29,26855-54509-NF
2009-02-07,67581-91027-LE
2005-06-26,39248-69502-AM
2008-04-09,6961-94562-DL
1992-10-08,95368-17485-IB
2018-02-14,31902-72247-JG
2018-12-07,55027-1257-NN
2010-06-29,96415-83507-AG
2018-09-29,22604-28986-LM
2019-03-29,22080-25421-MI
2014-11-28,79782-46491-FJ
2015-11-17,98130-75354-IN
2019-05-16,11562-86296-LB
2017-02-02,98854-82515-DM
2001-05-12,38718-61600-MN
2016-02-17,35414-77166-FB
2015-09-04,27875-26094-JM
2018-06-25,6317-9904-LF
2013-05-15,56280-90324-KL
2018-03-17,63340-33379-GB
1989-06-03,16125-72626-DB
2001-12-20,24068-15098-AI
2019-08-21,90927-96592-KD
2017-06-28,91613-42168-EB
2017-10-06,6040-86746-IO
2007-07-20,57825-13300-NK
2016-07-07,81886-43761-BB
2001-07-07,65008-71196-DJ
2002-07-12,87726-75396-MG
2017-03-27,85790-8970-HL
2016-07-09,69336-18585-NE
2018-12-19,5848-98511-JA
2017-04-14,14121-24906-GG
2018-03-28,19172-97850-ND
2018-01-25,56877-33357-DK
2015-12-07,57412-43860-KD
2018-09-16,2521-46698-MH
2016-11-10,55593-48311-HM
2011-12-30,15389-16310-ED
2014-12-27,25665-4082-NA
2014-03-18,45398-33613-BH
2006-05-05,70372-46857-AD
2011-04-18,57556-92408-JD
2016-09-04,62337-51151-KG
2018-12-14,30795-31768-EL
2018-09-19,34960-66367-FB
2019-03-25,22487-81067-AM
2013-11-17,42676-53771-IJ
2004-09-23,2146-90403-OG
2016-07-12,43266-68100-KN
2016-02-09,59754-21683-AI
2018-10-04,89957-7546-KJ
2018-08-09,43848-22482-BL
2014-08-23,58771-46360-KA
2018-09-06,97325-15881-IE
1991-12-12,79507-25227-KN
1992-03-11,95340-95711-LD
2018-11-04,75413-77440-KK
2018-01-19,81447-43100-GF
2014-11-15,99517-14359-ME
2010-12-22,26317-54405-GI
2011-06-01,50082-24755-OK
2019-08-16,80568-67426-LH
2017-10-29,114-25730-GO
2014-04-14,17683-88466-MO
2006-10-04,45458-82682-OF
2014-05-27,86247-52387-BL
2007-05-03,88090-69549-NE
2017-06-28,529-14133-OB
2015-07-25,93036-40659-MA
2019-06-24,49353-98190-ME
2015-03-31,38178-85340-DF
2012-11-04,72674-23316-AE
2018-11-22,81764-93276-OG
2018-10-18,66816-59345-NO
2019-01-21,46814-13576-JG
2017-06-14,95753-89477-EK
2005-01-03,9094-35418-FE
2019-01-22,16449-69103-BN
2000-02-27,91493-86953-FB
2008-11-06,31372-88084-ML
2013-09-01,4222-65735-ME
2015-02-28,3881-68456-AM
2003-10-17,12347-82976-BL
2014-04-14,99426-26020-KG
1984-05-25,7106-39148-AM
2019-04-04,47439-90055-NL
2010-05-18,72687-63922-ED
2019-06-05,76607-36192-NF
2019-01-14,76676-58890-OH
2016-09-11,56157-65684-JA
2003-05-28,47017-76760-GA
2019-07-16,90683-68087-JL
2019-08-29,49204-23329-AM
2009-04-11,34346-68697-EB
2017-11-27,62194-45531-KH
2004-11-05,88135-70052-NK
2017-06-02,69673-7342-NG
2016-11-13,55692-45458-DK
2019-07-05,58463-45547-KB
2002-03-09,58226-84631-HH
2017-03-21,1369-34545-NI
1998-05-31,33153-94096-BI
2015-05-08,26630-59157-GJ
2018-03-09,47400-94942-ON
2018-02-15,10760-9299-KA
1976-03-21,79279-33037-BM
2017-11-07,67406-74731-IM
2012-08-23,57942-61903-NJ
1981-04-23,4798-43313-KJ
1995-05-30,17729-19183-FE
2014-12-21,83667-21392-OB
2019-02-17,94977-14462-NO
2015-09-16,35916-9378-JJ
2019-05-29,86803-78881-OG
2017-07-10,9228-99953-ND
2003-08-25,69060-93807-HL
2013-09-23,87596-28765-FG
2018-06-07,90238-86990-IB
2019-08-24,2852-6672-EN
2019-08-04,42473-68731-BD
1996-08-21,64568-16540-AM
2012-04-30,1343-68419-BB
2017-02-24,91579-23945-JK
2001-06-10,26874-51992-OO
1977-03-24,2579-86752-JL
2019-06-28,10043-15108-GN
2007-07-27,84989-85219-AB
2019-07-03,26712-8888-MN
2013-04-11,34931-40297-FH
2014-05-18,76382-2376-JK
2017-10-06,21916-26124-AI
2012-04-17,76771-3438-HM
2019-08-16,42528-70778-DN
2019-05-06,93999-46853-FL
2018-09-14,63322-48240-BD
2008-10-28,10145-79406-OM
2016-06-15,79971-4073-NI
2013-05-17,34305-97523-HN
2016-01-02,13225-44644-IN
2019-08-14,31598-83400-BE
2017-03-04,60155-10504-IB
2019-05-21,40319-8689-AB
2015-04-09,44876-31618-LB
2017-07-20,93423-62351-DN
1993-03-13,41140-64538-BK
2019-03-24,70358-16825-KE
2016-11-29,72927-98810-EH
2016-12-14,11908-67439-OG
2019-04-23,40983-84291-MN
2018-12-15,41787-92534-MH
2016-11-12,53646-77120-BI
2009-03-25,65024-51927-LH
2016-12-13,68137-95365-AJ
2016-07-30,23823-65363-LG
2009-11-27,81162-6443-BB
2017-10-31,42136-23128-BB
2018-07-28,55880-17085-AJ
2019-05-19,8361-79892-JF
2012-07-07,3365-33914-BJ
1981-12-25,4396-76554-IB
2019-08-16,54834-14609-IE
2019-05-17,53684-26199-DB
2015-08-11,41012-1958-BE
2016-10-22,60554-74446-KM
2013-05-30,73796-80010-MF
1998-08-10,72951-78760-KG
2010-09-25,11858-80079-EH
2013-02-07,93430-74976-HJ
2019-04-02,54631-89399-DF
1990-09-21,79445-50880-IL
2019-03-08,31008-36737-BK
2010-06-19,69625-57870-KN
2018-10-06,42593-77037-BF
2015-01-03,36285-35389-GA
2016-08-08,54633-77344-DK
2017-02-19,37800-74131-AG
2004-06-23,63345-88004-IN
2018-01-27,40545-64361-BG
1999-12-18,34546-63343-MK
2013-06-29,72832-51066-LF
2008-01-30,32012-43195-NJ
2017-08-10,79374-43605-DE
2019-02-05,28083-78864-GO
2019-10-07,54388-61992-BE
2019-06-05,59693-30508-BB
2009-10-16,61882-1374-BF
2019-08-24,70363-8432-HE
1981-03-14,56315-952-IB
2009-09-27,6478-68375-KN
1994-11-12,7852-1861-IA
2007-05-24,94095-92957-JB
2013-10-15,17292-49766-AB
2018-07-31,57280-63788-DO
2010-12-29,95118-29941-GB
2014-11-11,55122-41530-NG
2018-03-23,44375-89446-IB
2000-12-14,10032-26691-BF
2014-04-27,72217-19603-IN
2010-01-20,65867-57659-EO
2008-07-14,47367-89543-FI
1990-11-05,75823-74760-EH
2017-07-09,66247-24603-MG
2003-04-02,12806-92490-EI
2019-06-04,10592-28631-BA
2019-08-26,92598-63124-OG
2008-05-17,6433-79305-OF
1996-11-29,79429-4831-MB
2011-11-29,77576-47193-BB
2008-05-04,96228-29618-IN
2003-12-16,38693-78644-DH
2019-10-03,6529-3332-JK
2010-06-06,47814-44860-LM
2014-04-15,24825-37495-BK
1993-10-25,88796-99460-GB
2017-09-05,25873-62175-EI
2018-09-05,97358-71364-JK
2017-07-10,77925-78669-EB
2019-06-29,58549-16901-BA
2008-04-21,18779-15417-JO
2013-03-31,13073-44656-NA
2019-06-26,50418-39721-OO
2011-11-30,77881-23764-BG
2011-05-23,98792-97921-MA
2017-01-01,42949-37449-BO
1994-11-08,75770-93792-HK
2009-07-20,54152-53084-FH
2001-06-21,40354-24040-LF
2018-10-11,3395-13599-BI
2019-05-27,64261-23343-IN
2017-05-07,14684-10404-BJ
2019-07-18,2329-12821-JN
2018-03-06,83631-10525-EM
2019-06-27,45526-21768-DK
2018-03-28,72098-37154-BA
2012-12-04,63136-74043-DO
2016-12-26,67359-38237-JB
2019-04-06,94727-15080-KI
2019-06-17,48326-52795-LI
2019-08-08,76848-30433-MF
1991-05-21,94667-74451-NB
2019-07-26,5064-51143-DK
2008-04-13,66282-21402-GM
2012-12-02,41483-90853-AJ
2014-12-16,73292-72422-HK
2018-12-02,92042-31145-AA
1980-09-30,92819-32008-OL
2019-08-17,47483-36482-JO
2017-04-21,24630-63104-JB
2017-06-17,46970-53009-AH
2016-02-20,203-30405-BB
2012-06-12,20609-82618-LA
2018-05-03,7757-97346-NO
2005-11-14,5741-14157-ML
2003-01-05,55287-29063-DA
2019-03-16,16327-6089-LJ
1988-06-07,85948-8672-MD
2015-04-20,95917-34389-BI
2011-03-17,78467-80945-DF
2016-05-12,56711-50038-MD
1995-01-06,59806-50754-LD
2018-02-22,73840-38877-NE
2019-08-28,53213-67-BH
2013-11-24,68197-16279-BI
1994-11-03,21477-46922-BH
2014-07-04,95010-44628-IJ
2015-10-14,18915-20419-EA
2018-04-07,72440-6581-KA
2012-09-02,10727-47441-MB
2004-05-06,37125-46694-DL
1990-11-18,33065-58770-HI
2010-04-29,16871-1200-AE
2018-06-25,43886-85733-DN
1976-02-15,11767-65347-OI
2018-03-22,39700-76669-JM
2019-04-15,10871-32244-EK
2016-04-29,51102-1965-AO
2005-11-18,97819-60549-HH
2013-03-07,66959-26382-OD
2008-09-07,43129-28694-BE
2002-03-26,61912-25905-KG
2006-04-22,95383-43876-NF
2011-07-15,4988-84098-BO
2017-01-22,42345-25424-KA
2008-08-16,12316-91982-OD
2008-01-15,64206-22444-JJ
2014-07-14,64050-45531-KF
2013-11-06,97520-51294-OO
2018-08-20,27198-50657-AG
2005-10-13,9693-69721-EH
2019-11-01,83592-3212-AM
2016-01-09,50721-29244-MM
2002-05-24,97492-31568-HH
2019-03-23,75948-17726-FB
1975-04-18,96386-9207-NJ
2012-07-10,80006-97922-JD
2019-07-02,99053-80790-LE
2014-12-21,87310-84262-LH
1993-11-14,94083-14726-DE
1989-11-05,13475-95036-GM
2013-11-25,95508-65154-BF
2015-05-31,68623-73782-DO
2018-03-07,50069-11134-JG
2014-07-01,46838-86197-LI
2008-02-02,6220-83316-JG
2016-05-05,91436-66240-HE
2018-10-07,9553-21257-AA
2016-02-23,95391-56778-NF
1981-05-26,2169-8606-NB
2009-09-10,70452-730-FK
2017-08-25,69592-20571-BK
2001-04-22,97912-24466-AM
2003-04-04,42757-16991-ON
2011-07-07,9772-7863-AA
2018-10-27,66436-76624-ON
2010-04-05,19494-54939-NK
1993-06-24,6438-21787-JK
2013-07-13,96634-2089-EB
1987-08-28,29113-94114-IN
2018-02-12,86321-80998-BG
1970-09-14,81307-93246-OO
2000-08-28,71130-85684-MA
2016-06-17,35670-89108-LB
2002-04-05,3046-78522-HG
2018-10-15,76087-85287-KL
1989-09-19,94005-19162-OI
2011-04-19,47729-28319-BI
2014-09-09,36283-37221-EB
2011-06-16,4074-43241-JB
1986-05-04,92958-94910-IK
2014-11-15,92778-50143-BF
2016-04-15,19948-18979-FL
2015-04-03,64489-93807-MH
1988-12-12,86062-29010-BH
2007-11-20,56529-31699-JL
2010-03-19,91952-52825-DN
1997-01-11,13307-8051-AE
2016-07-26,15249-99830-NH
1977-09-05,28297-19607-KL
2005-01-12,37636-50410-AN
2008-01-05,49358-76005-EB
2019-07-31,71194-53782-OL
2005-11-23,28926-52078-FJ
2019-01-07,80701-57898-BB
2001-07-17,99112-40537-LG
2011-12-25,6224-97069-EH
2015-10-31,70461-68287-HF
2013-11-26,2601-70894-IE
2011-03-10,48795-71996-DA
2017-11-10,91840-32946-LB
2016-12-11,46908-46738-MJ
2019-07-08,71949-53626-FA
2019-07-30,17084-95674-BO
2018-06-26,8759-89375-GH
2001-11-18,45942-20626-KF
2013-06-21,88276-55007-LB
2018-07-25,70082-17297-MB
1968-08-01,35667-82554-HD
1993-07-28,94242-79275-IK
2018-12-03,70238-47574-IN
2019-07-23,89141-79345-KE
2018-07-11,53179-63274-AG
2000-05-11,23449-62568-IA
2007-05-28,89970-37280-GN
2000-05-08,76829-61569-NA
2019-04-04,1215-8486-BB
2019-04-25,91622-60818-GB
2015-11-30,76012-4082-IK
2019-03-15,3435-74657-FL
2004-03-11,94146-46309-BD
2006-12-12,59903-61796-LO
2018-05-09,39829-3141-OG
1986-08-30,59174-54621-NJ
1995-02-11,31919-71921-DO
2016-12-02,51160-2862-OG
2000-04-23,7267-45540-HK
2019-08-07,70563-97320-BK
2013-01-26,49401-59988-BE
2007-05-30,27694-6394-MJ
2001-10-22,45739-76007-JF
2010-05-04,23120-46604-BE
2002-11-17,80538-52758-BO
2019-09-02,53941-65316-MG
1989-11-05,15148-37007-FI
1987-06-30,42463-38999-DD
2011-04-06,54134-95979-OB
1999-09-08,6054-99367-EH
2017-09-03,99700-26313-FJ
2015-09-13,20203-3964-DA
2018-09-15,22825-96032-MM
2019-01-29,59993-23255-AF
2015-07-27,76853-16302-IB
1988-09-20,55126-73315-BJ
2018-03-20,62904-65790-GI
2019-02-28,65655-16898-FE
1999-02-02,59261-96269-OJ
2015-08-23,92828-93344-KL
2009-08-30,62056-44431-MG
2005-04-11,49990-75508-MN
1985-03-02,27741-32993-HB
2011-02-03,37845-44180-FI
2012-04-21,5410-503-FB
2015-07-08,80193-61807-IF
2015-09-04,15443-39527-DM
2001-06-26,7155-30339-HF
2015-04-21,91250-78257-DH
2006-03-14,68436-11182-NG
2015-01-03,9741-18093-NG
2006-06-05,5572-62505-IE
2007-11-22,61977-76732-LH
1989-07-28,45892-10579-MB
2019-06-17,87810-15333-DB
2013-11-13,2541-17889-EM
1976-04-07,25891-72807-HB
2019-02-01,37368-96218-MJ
2009-05-22,22486-65253-BK
2016-03-30,34777-71143-AE
2019-11-08,21207-87433-JA
2018-06-26,60215-14848-KO
2018-02-24,30101-54795-HO
2001-08-16,91046-74573-EM
2019-09-08,74827-35637-LI
2011-02-02,9804-25470-GA
2019-05-16,410-77932-KM
2017-12-20,41861-39862-MI
2017-10-21,28145-30037-DF
2018-07-16,76351-24077-IE
1995-09-21,6834-40644-KM
1993-09-23,70220-3395-NA
2018-12-24,57162-42338-DG
2003-10-15,66803-45542-NB
2019-01-29,24383-97513-BO
2019-01-21,50946-83884-HB
2017-12-09,30248-99385-EE
2012-04-18,97626-2709-MB
2016-01-02,22270-25888-FA
2013-04-20,60054-49394-GI
2018-03-31,99599-42094-BM
2016-10-24,20227-56135-GJ
2016-05-16,42382-86803-EB
2011-01-11,61896-86704-DH
2016-04-27,48452-96442-KG
2019-08-13,42670-92919-EN
2009-04-27,21627-26153-IB
1996-12-24,72892-47281-MN
2018-02-02,92879-38994-LH
2011-01-26,47011-46361-HD
2016-11-30,71602-12780-GH
2019-11-08,49299-73753-KE
2005-02-15,29606-18392-OE
2009-08-25,73841-38644-HN
2006-07-08,57641-52239-BD
2002-12-16,72287-19667-II
1988-09-06,69914-50875-MO
2019-07-23,82420-89949-MN
2017-07-26,50728-3158-DB
2016-09-16,70143-81910-BA
2011-11-21,25740-55518-HD
2019-05-18,99932-50992-GA
2013-09-10,35545-85507-GI
1990-12-19,86625-14048-HN
2012-12-19,40529-58804-HH
2018-08-22,70693-48775-FM
2019-12-05,17240-14130-EK
2000-01-04,19927-8750-KB
2019-03-31,54290-70728-DE
2018-06-22,369-32795-LM
2016-01-31,31577-93225-IM
2014-06-01,87881-11583-GE
1982-09-24,77123-32117-MM
2009-07-30,10047-94744-BF
2000-06-07,52193-11731-OB
2018-11-19,18650-97517-HK
2009-12-07,46140-31291-MO
2017-02-14,89091-18346-NL
2015-03-03,92976-18364-OA
2007-10-17,9004-89100-AF
2019-09-02,20248-30087-MM
2013-07-02,38331-52560-KL
2019-06-05,44262-38075-AD
1995-03-20,15963-71355-HL
2014-04-20,11871-78023-GE
2017-07-03,52995-75277-HA
1992-05-19,50511-71290-AA
2019-07-03,97266-74870-MM
2008-07-30,75636-33872-OM
2011-11-23,68904-84616-DB
2014-01-16,4364-21844-EG
2018-02-17,22841-7488-BL
2013-10-24,78494-37644-OI
1985-02-08,41140-39985-BB
2014-10-14,35715-85149-JK
2003-01-28,90340-50550-KN
2015-11-21,61266-19547-DJ
2016-04-06,75344-96428-LB
2005-10-28,45027-27783-EA
2017-07-11,61705-34252-BE
2019-08-15,68140-83098-GL
2017-03-21,33422-12537-MD
2013-01-05,95604-38994-FO
2008-11-28,37273-7155-BB
1986-11-20,40174-22575-OF
1973-06-12,5060-49719-HE
2018-06-30,86568-7478-BO
2019-04-30,5542-34260-BJ
2009-02-22,12999-78368-JE
2004-09-19,74788-65755-KE
1998-03-14,43966-74557-AD
2013-08-08,53923-11135-BJ
2018-01-19,5922-36467-KK
2007-06-22,54838-19322-BD
2003-11-13,60030-67778-KE
2016-01-23,41786-20702-KI
2012-07-08,90860-83350-NF
2018-05-31,49995-70335-LA
2009-07-11,55876-67531-BG
2015-01-29,58048-50933-DG
2019-10-08,55109-93342-NH
2010-08-01,18408-9813-GH
2019-08-22,56335-25070-JO
2010-07-31,23521-47508-BM
2017-03-16,1915-25807-BB
1980-01-24,84358-38207-LE
2011-01-04,92842-98432-KI
2017-05-16,40993-81761-DM
2019-08-18,77240-18740-GA
2014-04-29,123-68038-OB
2016-11-29,83140-31740-AB
2007-02-14,92595-90932-GK
2019-02-16,54940-18642-GH
2014-12-30,89931-62234-AD
2017-02-22,74359-37037-KB
2016-02-24,8732-42356-KH
2006-08-12,85914-34198-OK
2001-01-03,40993-86269-EJ
2019-01-04,19895-25161-IM
2016-12-16,88210-73818-LF
1983-03-24,29092-19544-HH
2002-07-31,51091-6145-ID
2016-05-12,29429-76686-GG
2017-11-14,8770-37797-IL
2017-09-03,59729-11196-GI
2016-09-28,85065-1232-ED
2017-04-27,15487-67082-NO
2019-02-20,11268-84485-NG
2016-02-12,4496-97356-HI
1999-01-20,42104-23855-NA
2019-08-24,35848-72542-GH
2017-08-23,59703-41476-AM
1996-04-26,29112-46696-ME
2014-01-30,55562-9696-BK
2016-10-25,79593-32788-FA
2011-11-15,53925-4737-BF
2014-04-14,50362-84096-LE
2002-11-12,71428-20507-DA
2014-06-27,30386-2004-HB
2019-05-07,45782-54760-II
2013-08-26,9148-34454-EL
2016-04-13,13798-11330-BG
2019-02-15,98702-93462-LB
2004-07-02,59642-92681-MB
2014-04-21,25243-15745-LB
2019-06-24,36066-59836-FF
2003-06-15,73999-74934-FF
2019-05-04,90263-89678-FK
2018-09-05,76190-94645-GO
2008-11-13,10976-81483-DE
2018-01-22,77330-47961-BB
2007-10-26,19745-64303-KH
1988-12-25,5353-73716-IB
2018-02-15,68067-87135-ND
2010-12-27,41951-29799-EI
2017-01-09,76575-118-IA
2016-04-16,81106-61379-HE
2005-04-20,40637-71118-GL
2018-11-22,54947-98352-KK
1995-10-11,42465-38928-BD
2014-06-24,48776-92352-LK
2013-01-08,16308-67499-GE
2015-05-26,71203-48757-II
2016-07-24,60049-66159-MH
2007-02-06,28114-52669-II
1997-03-04,27992-61941-FA
2019-09-04,68502-87034-LG
2005-05-09,15332-59707-GB
2010-06-14,33632-87740-FN
2018-09-20,25899-79188-BH
2004-01-22,31564-20809-AI
2019-06-16,26442-54765-AF
2011-03-20,92068-49762-DM
2019-09-06,13375-63709-LB
2008-08-22,22580-13322-NM
2016-05-27,62571-20544-BO
2016-11-15,63336-43955-NJ
2009-08-10,83316-1585-KK
2018-11-17,80551-16739-KH
2011-11-08,50040-87378-BO
2014-04-22,77012-5910-HB
1999-10-14,34370-13595-BM
2019-10-02,18855-78475-OI
2015-01-12,64885-92502-IM
2015-08-04,42694-88737-MB
2010-12-09,52479-43851-NG
2012-06-21,46340-24400-BL
1989-10-20,35370-34511-EF
1972-07-25,74517-94944-DK
1989-06-01,54730-19901-IL
2010-06-15,2137-76811-JA
2012-07-17,2012-1387-NJ
2003-01-15,16208-21679-JM
2001-03-07,59202-95105-IN
2003-01-14,92808-25639-KM
2013-06-24,77209-70132-BJ
2014-11-14,76654-20527-FD
2015-06-16,93326-47565-BL
2008-10-12,95896-6189-FI
2012-08-03,29797-78710-HH
2007-05-18,57481-76430-HO
2018-07-08,46023-69716-ND
2017-05-11,4301-16672-MM
2001-08-21,60176-78386-GG
2012-10-07,75301-27539-AO
2019-08-24,72258-51147-HK
2005-09-04,1383-51180-BL
2015-07-30,11281-78712-HA
2011-04-23,95106-86572-AI
2019-07-18,32276-91084-DG
2006-09-06,53995-96363-JB
2005-02-28,45110-1792-DH
2010-10-21,35358-54500-LK
2014-12-13,46134-61964-OD
2018-06-21,50242-5580-NN
2008-10-12,97568-29026-EH
2012-09-10,95372-58429-DI
2018-08-29,90983-50337-AN
2015-11-16,62580-60358-EA
2019-06-04,86505-832-EN
2015-03-16,37181-31976-MJ
2014-04-18,34710-94370-BG
2018-12-25,32442-32494-EE
2019-05-08,79617-90961-DH
2018-08-23,99308-7713-MH
2019-05-25,57128-8130-JK
2019-06-26,6003-62744-MJ
2014-01-03,61386-71945-EN
2019-02-04,94406-22279-ME
2009-05-22,8280-88433-AE
2014-11-07,66973-68012-AB
2014-02-15,84538-33106-DI
2010-07-30,87507-22673-EH
2014-05-26,26507-78469-BF
2017-01-24,83981-50747-OL
2019-06-14,51584-77831-BL
2016-01-11,63988-53859-NI
2015-08-31,68212-26480-EM
2016-05-29,50212-75613-EL
2013-11-22,50194-46059-AE
1985-06-25,5855-79360-GO
2019-01-03,10929-56265-GL
2017-10-13,84879-78078-KI
1999-05-26,15601-84406-BA
2012-06-07,66566-31408-BF
2017-12-07,90906-62688-FF
2016-03-21,74694-71377-FG
2016-08-20,21177-84827-KI
2007-12-29,16292-98312-MB
1996-06-18,95248-64745-OB
2019-10-04,56550-94170-KA
2019-06-07,21033-70405-BA
1993-03-08,65076-64300-EM
2016-03-26,63958-78618-AF
2010-09-17,23025-28406-GD
2017-10-02,45701-9397-FN
2010-07-29,92096-34964-IA
2019-04-08,85898-77754-FM
2000-04-23,23933-82801-BG
2016-01-09,21145-31139-BB
1975-05-27,19827-77832-AJ
2015-06-11,69814-79492-IB
1987-03-23,44912-5614-IB
1994-09-09,35011-2875-AG
2008-11-15,10813-59793-BL
2008-05-31,44505-59475-JL
2015-01-13,49681-54279-GF
2009-09-08,43874-25428-GB
2018-05-11,95303-21948-JI
1991-06-09,4222-10910-HH
2018-12-27,13956-81491-OD
2000-01-29,91439-26048-EB
1968-06-10,71597-66961-KI
2016-12-26,19549-6547-OM
2019-10-07,60646-4407-EB
2019-07-03,98662-10100-JB
2018-05-20,7649-58457-MB
2011-02-02,45938-61826-JB
2018-07-02,19595-47542-HN
2015-07-23,34006-27421-IE
2019-05-25,46165-31368-AG
2008-10-26,57698-57670-IN
2013-05-07,2662-39693-BF
2002-03-31,23261-75033-NI
2018-11-02,14241-16116-DK
2019-04-07,44970-85888-II
1996-05-19,23314-75429-HI
2015-11-29,87475-93626-NB
2015-07-09,73630-31908-LL
2018-09-10,56329-14497-HB
2019-06-22,16717-4057-EM
2016-07-14,48075-35782-IB
2012-11-29,38111-47792-NL
2011-03-09,55891-36271-GK
1982-04-01,99206-78544-JN
2019-08-26,99894-92901-KH
2019-08-27,55043-24482-FJ
2014-02-21,83267-12742-IG
1990-12-25,93010-43929-LA
2015-09-14,2366-40104-IJ
2005-10-04,25122-68522-GD
2014-06-16,81687-78438-KE
2004-09-16,76945-7136-JI
2017-02-19,67551-53000-JG
2014-10-22,30676-27748-NB
2016-12-19,59856-85149-IK
2014-07-18,41066-92927-BI
2010-05-04,67744-10105-II
2014-03-15,46932-12019-EI
1993-04-25,9835-39124-GN
2018-04-24,58047-77206-BN
1997-12-07,84589-10409-GK
2013-12-10,88925-78393-MJ
2017-08-03,76502-11960-AL
2017-10-19,65813-77362-JF
2018-12-30,27523-45133-AL
2017-07-17,61021-25494-EM
2016-06-18,82147-5951-AE
2013-06-14,63593-2377-JK
1980-06-15,13368-62575-BJ
2013-04-12,11538-9999-FI
2018-09-08,82543-54049-AL
2018-07-21,59789-26890-MJ
2019-06-29,8336-28622-BM
1993-01-16,57958-41707-AK
2019-07-18,66204-7058-BK
2019-12-08,94787-52032-BK
2016-06-21,62275-6466-OJ
2010-02-18,80207-10622-LF
2018-10-01,13322-70267-FB
2010-01-04,42434-10011-NF
2016-09-14,88086-29192-BB
2011-03-07,16823-33990-DG
2014-04-07,96121-38250-HI
2004-05-05,75310-5003-KO
2008-09-25,12574-26724-DL
2016-05-12,99125-64068-AD
2017-06-12,45115-65362-BG
1976-05-10,20988-96486-KK
2018-02-07,55062-68569-FM
1980-08-13,64990-44643-GH
2013-06-06,1466-97111-ND
2018-05-19,58682-65715-DD
2019-05-01,79593-34018-FO
2019-05-06,75279-29363-BJ
2016-12-08,23061-25928-KA
2017-08-10,30408-54415-HB
2012-05-09,40050-27783-OL
2019-08-25,79781-25957-AH
2018-05-31,15892-10416-DO
2019-04-22,61846-73922-AO
1995-11-19,37463-24706-HO
2019-01-04,7944-15807-BB
2019-08-20,16652-52996-LM
2019-05-30,37512-58414-FO
2000-05-04,37431-35733-OF
2019-06-28,87294-73243-FN
2015-01-03,50893-82915-HK
2019-01-31,1209-31982-BA
2018-03-12,29581-51941-IE
2017-11-21,47889-30892-AI
2019-08-22,41375-30060-HJ
2016-09-25,10588-42890-OF
2019-02-23,88403-244-NK
2011-12-15,13883-27872-IM
2017-01-04,92117-2876-FI
2005-02-27,86698-12532-HD
1991-03-28,49986-31880-ID
2004-04-03,93025-26854-BF
1981-05-21,96215-57859-EG
2019-01-03,91792-81470-DH
1962-10-11,94838-88999-AB
2015-05-23,18359-82403-OO
1996-06-26,48269-41934-KJ
1992-03-08,98184-58249-DL
2002-10-03,64672-62467-KB
2013-06-16,8762-93190-GH
2016-11-30,16944-9298-LK
2012-04-18,2773-75627-HJ
2011-05-11,52239-51495-GE
2003-05-07,92215-99234-FA
2015-08-24,65543-44345-JM
2016-10-15,63509-12678-OM
